"rowid","Plot","Plot.Type","Date","Rec.Hour","Rec.Min","Start.sec","End.sec","Common.name","Confidence","Latin.name","class","order","File","Week","True.Positive","New.File"
4566,"RE09","RE","20260329",5,35,1752,1755,"Tufted Titmouse",0.583,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260329_053500.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260329_053500_001_C58.wav"
4567,"TO08","TO","20260404",5,27,651,654,"Tufted Titmouse",0.6757,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO08\SMM2-08_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-08_20260404_052700_001_C68.wav"
4568,"IF09","IF","20260309",7,4,2613,2616,"Tufted Titmouse",0.542,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260309_070402.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260309_070402_001_C54.wav"
4569,"TO12","TO","20260327",6,38,213,216,"Tufted Titmouse",0.4367,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO12\SMM2-12_20260327_063802.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-12_20260327_063802_001_C44.wav"
4570,"RE03","RE","20260323",5,44,2700,2703,"Tufted Titmouse",0.7562,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260323_054400.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-19_20260323_054400_001_C76.wav"
4571,"IF09","IF","20260414",5,13,1569,1572,"Tufted Titmouse",0.3307,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260414_051300.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260414_051300_001_C33.wav"
4572,"RE06","RE","20260420",6,5,984,987,"Tufted Titmouse",0.3492,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260420_060502_001_C35.wav"
4573,"TO04","TO","20260306",9,59,1200,1203,"Tufted Titmouse",0.772,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_095902.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-04_20260306_095902_001_C77.wav"
4574,"TO04","TO","20260306",14,59,477,480,"Tufted Titmouse",0.6563,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_145902.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-04_20260306_145902_001_C66.wav"
4575,"RE06","RE","20260402",5,30,3366,3369,"Tufted Titmouse",0.4245,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260402_053000_001_C42.wav"
4576,"TO01","TO","20260328",5,37,1179,1182,"Tufted Titmouse",0.5861,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-01_20260328_053700_001_C59.wav"
4577,"TO06","TO","20260326",6,40,2715,2718,"Tufted Titmouse",0.7762,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C78.wav"
4578,"IF01","IF","20260420",6,5,1656,1659,"Tufted Titmouse",0.271,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-27_20260420_060502_001_C27.wav"
4579,"TO06","TO","20260307",7,7,1575,1578,"Tufted Titmouse",0.5375,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260307_070702.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260307_070702_001_C54.wav"
4580,"RE03","RE","20260401",5,31,1854,1857,"Tufted Titmouse",0.5215,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260401_053100.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-19_20260401_053100_001_C52.wav"
4581,"IF09","IF","20260309",6,4,2166,2169,"Tufted Titmouse",0.5112,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF09\SMM2-34_20260309_060400.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-34_20260309_060400_001_C51.wav"
4582,"IF05","IF","20260312",6,0,1341,1344,"Tufted Titmouse",0.4812,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260312_060000.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260312_060000_001_C48.wav"
4583,"RE07","RE","20260409",6,20,1737,1740,"Tufted Titmouse",0.5648,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260409_062002.wav",15,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-23_20260409_062002_001_C56.wav"
4584,"TO05","TO","20260328",6,37,405,408,"Tufted Titmouse",0.4312,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_063703.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-05_20260328_063703_001_C43.wav"
4585,"IF05","IF","20260321",6,47,3414,3417,"Tufted Titmouse",0.2731,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260321_064702_002_C27.wav"
4586,"TO06","TO","20260326",6,40,1953,1956,"Tufted Titmouse",0.6303,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C63.wav"
4587,"TO06","TO","20260326",6,40,1914,1917,"Tufted Titmouse",0.5947,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C59.wav"
4588,"RE03","RE","20260321",6,47,1251,1254,"Tufted Titmouse",0.4812,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-19_20260321_064702_001_C48.wav"
4589,"TO05","TO","20260328",5,37,2145,2148,"Tufted Titmouse",0.3107,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO05\SMM2-05_20260328_053700.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-05_20260328_053700_001_C31.wav"
4590,"TO04","TO","20260306",9,59,1221,1224,"Tufted Titmouse",0.7995,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO04\SMM2-04_20260306_095902.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-04_20260306_095902_001_C80.wav"
4591,"IF05","IF","20260321",6,47,2295,2298,"Tufted Titmouse",0.5865,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260321_064702.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-22_20260321_064702_001_C59.wav"
4592,"IF08","IF","20260305",6,9,3171,3174,"Tufted Titmouse",0.7439,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF08\SMM2-33_20260305_060900.wav",10,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-33_20260305_060900_002_C74.wav"
4593,"IF06","IF","20260330",6,34,3402,3405,"Tufted Titmouse",0.5748,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260330_063402.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-31_20260330_063402_001_C57.wav"
4594,"TO01","TO","20260325",6,41,783,786,"Tufted Titmouse",0.3413,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO01\SMM2-01_20260325_064102.wav",12,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-01_20260325_064102_001_C34.wav"
4595,"RE09","RE","20260420",5,5,1539,1542,"Tufted Titmouse",0.962,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-25_20260420_050500_001_C96.wav"
4596,"RE06","RE","20260315",6,51,321,324,"Tufted Titmouse",0.5681,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260315_065102.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-17_20260315_065102_001_C57.wav"
4597,"RE05","RE","20260312",7,41,1209,1212,"Tufted Titmouse",0.721,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE05\SMM2-21_20260312_074102.wav",11,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-21_20260312_074102_001_C72.wav"
4598,"RE03","RE","20260401",6,31,2067,2070,"Tufted Titmouse",0.3476,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260401_063102.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-19_20260401_063102_001_C35.wav"
4599,"TO06","TO","20260326",6,40,3300,3303,"Tufted Titmouse",0.4396,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\TO06\SMM2-06_20260326_064002.wav",13,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-06_20260326_064002_001_C44.wav"
4600,"RE07","RE","20260402",5,30,594,597,"Tufted Titmouse",0.6007,"Baeolophus bicolor","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE07\SMM2-23_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/Tufted_Titmouse/SMM2-23_20260402_053000_001_C60.wav"
4601,"RE06","RE","20260420",5,5,1989,1992,"White-eyed Vireo",0.6835,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260420_050500_001_C68.wav"
4602,"IF03","IF","20260421",6,4,2499,2502,"White-eyed Vireo",0.6722,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C67.wav"
4603,"IF03","IF","20260417",6,9,606,609,"White-eyed Vireo",0.5973,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260417_060902_001_C60.wav"
4604,"IF06","IF","20260415",5,12,3285,3288,"White-eyed Vireo",0.3276,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260415_051200.wav",15,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260415_051200_001_C33.wav"
4605,"RE03","RE","20260420",6,5,2979,2982,"White-eyed Vireo",0.5929,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_060502_001_C59.wav"
4606,"IF06","IF","20260429",4,55,1791,1794,"White-eyed Vireo",0.5924,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260429_045500_001_C59.wav"
4607,"RE06","RE","20260420",5,5,3168,3171,"White-eyed Vireo",0.3331,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260420_050500_001_C33.wav"
4608,"RE08","RE","20260428",5,56,2724,2727,"White-eyed Vireo",0.4673,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-30_20260428_055602_001_C47.wav"
4609,"RE03","RE","20260420",5,5,456,459,"White-eyed Vireo",0.6385,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C64.wav"
4610,"RE09","RE","20260420",6,5,1953,1956,"White-eyed Vireo",0.2951,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-25_20260420_060502_001_C30.wav"
4611,"IF01","IF","20260404",5,27,1608,1611,"White-eyed Vireo",0.9812,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C98.wav"
4612,"IF03","IF","20260421",6,4,3561,3564,"White-eyed Vireo",0.7519,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C75.wav"
4613,"IF03","IF","20260421",6,4,2649,2652,"White-eyed Vireo",0.8218,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C82.wav"
4614,"RE08","RE","20260428",5,56,2844,2847,"White-eyed Vireo",0.6511,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-30_20260428_055602_001_C65.wav"
4615,"RE03","RE","20260420",5,5,3261,3264,"White-eyed Vireo",0.9533,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C95.wav"
4616,"IF03","IF","20260417",6,9,2118,2121,"White-eyed Vireo",0.4393,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260417_060902_001_C44.wav"
4617,"IF03","IF","20260417",6,9,2139,2142,"White-eyed Vireo",0.5402,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260417_060902_001_C54.wav"
4618,"RE03","RE","20260420",6,5,942,945,"White-eyed Vireo",0.5215,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_060502_001_C52.wav"
4619,"RE03","RE","20260420",5,5,3219,3222,"White-eyed Vireo",0.9785,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C98.wav"
4620,"IF06","IF","20260429",4,55,2184,2187,"White-eyed Vireo",0.43,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260429_045500_001_C43.wav"
4621,"RE08","RE","20260411",6,14,159,162,"White-eyed Vireo",0.837,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-30_20260411_061402_001_C84.wav"
4622,"RE08","RE","20260411",6,14,2250,2253,"White-eyed Vireo",0.2825,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260411_061402.wav",15,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-30_20260411_061402_001_C28.wav"
4623,"IF06","IF","20260429",4,55,2082,2085,"White-eyed Vireo",0.3986,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260429_045500_001_C40.wav"
4624,"IF01","IF","20260404",5,27,1275,1278,"White-eyed Vireo",0.8878,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C89.wav"
4625,"IF03","IF","20260421",6,4,2643,2646,"White-eyed Vireo",0.2683,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C27.wav"
4626,"IF03","IF","20260421",6,4,2547,2550,"White-eyed Vireo",0.4953,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C50.wav"
4627,"IF06","IF","20260415",5,12,3360,3363,"White-eyed Vireo",0.6402,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260415_051200.wav",15,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260415_051200_001_C64.wav"
4628,"RE06","RE","20260420",5,5,2079,2082,"White-eyed Vireo",0.4968,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260420_050500_001_C50.wav"
4629,"IF01","IF","20260404",5,27,1689,1692,"White-eyed Vireo",0.9684,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C97.wav"
4630,"IF01","IF","20260404",5,27,1545,1548,"White-eyed Vireo",0.5139,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C51.wav"
4631,"RE03","RE","20260420",6,5,54,57,"White-eyed Vireo",0.88,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_060502_001_C88.wav"
4632,"RE06","RE","20260402",5,30,1452,1455,"White-eyed Vireo",0.9264,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260402_053000_001_C93.wav"
4633,"IF03","IF","20260421",6,4,2508,2511,"White-eyed Vireo",0.5325,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C53.wav"
4634,"IF01","IF","20260404",5,27,942,945,"White-eyed Vireo",0.8173,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C82.wav"
4635,"RE03","RE","20260420",5,5,3141,3144,"White-eyed Vireo",0.8965,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C90.wav"
4636,"IF01","IF","20260420",5,5,1737,1740,"White-eyed Vireo",0.3599,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260420_050500_001_C36.wav"
4637,"RE09","RE","20260420",5,5,1599,1602,"White-eyed Vireo",0.934,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-25_20260420_050500_001_C93.wav"
4638,"IF01","IF","20260404",5,27,1773,1776,"White-eyed Vireo",0.9365,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C94.wav"
4639,"IF01","IF","20260420",5,5,3096,3099,"White-eyed Vireo",0.5418,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260420_050500_001_C54.wav"
4640,"IF06","IF","20260429",4,55,2103,2106,"White-eyed Vireo",0.3315,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260429_045500_001_C33.wav"
4641,"IF03","IF","20260421",6,4,2298,2301,"White-eyed Vireo",0.2601,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C26.wav"
4642,"RE09","RE","20260420",5,5,1554,1557,"White-eyed Vireo",0.9185,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-25_20260420_050500_001_C92.wav"
4643,"RE06","RE","20260420",5,5,2088,2091,"White-eyed Vireo",0.6448,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260420_050500_001_C64.wav"
4644,"IF01","IF","20260404",5,27,1761,1764,"White-eyed Vireo",0.9629,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF01\SMM2-27_20260404_052700.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-27_20260404_052700_001_C96.wav"
4645,"RE08","RE","20260428",5,56,252,255,"White-eyed Vireo",0.7446,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE08\SMM2-30_20260428_055602.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-30_20260428_055602_001_C74.wav"
4646,"RE03","RE","20260420",5,5,3387,3390,"White-eyed Vireo",0.5344,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C53.wav"
4647,"RE06","RE","20260402",5,30,1581,1584,"White-eyed Vireo",0.7925,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260402_053000.wav",14,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260402_053000_001_C79.wav"
4648,"IF03","IF","20260421",6,4,2502,2505,"White-eyed Vireo",0.4063,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260421_060402.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260421_060402_001_C41.wav"
4649,"RE09","RE","20260420",6,5,933,936,"White-eyed Vireo",0.2855,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE09\SMM2-25_20260420_060502.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-25_20260420_060502_001_C29.wav"
4650,"RE03","RE","20260420",5,5,3495,3498,"White-eyed Vireo",0.7319,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C73.wav"
4651,"IF05","IF","20260411",5,14,3036,3039,"White-eyed Vireo",0.2635,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF05\SMM2-22_20260411_051400.wav",15,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-22_20260411_051400_001_C26.wav"
4652,"RE03","RE","20260420",5,5,1860,1863,"White-eyed Vireo",0.3524,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE03\SMM2-19_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-19_20260420_050500_001_C35.wav"
4653,"RE06","RE","20260420",5,5,1965,1968,"White-eyed Vireo",0.6929,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\RE06\SMM2-17_20260420_050500.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-17_20260420_050500_001_C69.wav"
4654,"IF06","IF","20260429",4,55,1131,1134,"White-eyed Vireo",0.455,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF06\SMM2-31_20260429_045500.wav",17,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-31_20260429_045500_001_C46.wav"
4655,"IF03","IF","20260417",6,9,2205,2208,"White-eyed Vireo",0.3546,"Vireo griseus","Aves","Passeriformes","D:\Subsetted_ARU_Data\IF03\SMM2-28_20260417_060902.wav",16,NA,"D:/BirdNet_Validations/White_eyed_Vireo/SMM2-28_20260417_060902_001_C35.wav"
